Training_ID,Employee_ID,Training_Name,Provider,Start_Date,End_Date,Training_Cost,Certification_Status
T000284,E00122,Effective Communication,LinkedIn Learning,2024-06-06,2024-06-10,263.33,Not Certified
T000285,E00122,Leadership Excellence,Dale Carnegie,2023-05-30,2023-06-01,1366.72,Completed
T000286,E00122,Effective Communication,LinkedIn Learning,2023-09-19,2023-09-29,2740.18,Not Certified
T000287,E00122,Diversity & Inclusion Workshop,Internal L&D,2022-11-22,2022-11-29,3489.23,Completed
T000288,E00122,Advanced Excel & Data Analysis,Coursera,2025-02-12,2025-02-14,1856.28,Not Certified
T000289,E00122,Workplace Safety & Compliance,Internal L&D,2024-12-07,2024-12-12,1381.09,Not Certified
T000290,E00124,Sales Negotiation Skills,Miller Heiman,2023-04-25,2023-05-02,1068.89,Completed
T000291,E00124,Agile & Scrum Master,Scrum.org,2023-11-24,2023-12-01,1536.73,Completed
T000292,E00124,Project Management Professional,PMI,2023-12-06,2023-12-13,273.17,Completed
T000293,E00124,Cybersecurity Awareness,Udemy,2023-12-25,2024-01-01,2753.82,Completed
T000294,E00124,Python for Data Analysis,Coursera,2023-08-14,2023-08-16,1279.99,Completed
T000295,E00124,Cloud Computing Fundamentals,AWS Training,2022-10-02,2022-10-04,323.61,Completed
T000296,E00125,Diversity & Inclusion Workshop,Internal L&D,2024-03-04,2024-03-14,2291.92,Completed
T000297,E00126,Python for Data Analysis,Coursera,2025-06-18,2025-06-27,2401.82,Not Certified
T000298,E00126,Python for Data Analysis,Coursera,2024-10-27,2024-10-29,2939.25,Not Certified
T000299,E00126,Effective Communication,LinkedIn Learning,2024-10-29,2024-11-01,3170.56,In Progress
T000300,E00126,Cybersecurity Awareness,Udemy,2024-03-11,2024-03-19,1669.1,Completed
T000301,E00128,Project Management Professional,PMI,2025-04-04,2025-04-11,811.8,Completed
T000302,E00128,Agile & Scrum Master,Scrum.org,2022-10-28,2022-11-06,386.55,Completed
T000303,E00128,Customer Service Excellence,Internal L&D,2023-01-21,2023-01-30,1273.38,Completed
T000304,E00129,Sales Negotiation Skills,Miller Heiman,2022-05-17,2022-05-27,2783.31,In Progress
T000305,E00129,Power BI for Business,Microsoft Learn,2021-04-14,2021-04-22,623.0,Not Certified
T000306,E00129,Cybersecurity Awareness,Udemy,2022-03-03,2022-03-13,2310.4,In Progress
T000307,E00130,Effective Communication,LinkedIn Learning,2024-10-02,2024-10-12,1136.17,Not Certified
T000308,E00130,Sales Negotiation Skills,Miller Heiman,2023-06-26,2023-07-06,1266.65,Completed
T000309,E00131,Financial Modeling,Wall Street Prep,2023-03-13,2023-03-16,182.71,Completed
T000310,E00131,Advanced Excel & Data Analysis,Coursera,2025-02-04,2025-02-11,1093.29,Completed
T000311,E00131,Advanced Excel & Data Analysis,Coursera,2024-08-17,2024-08-21,2909.21,In Progress
T000312,E00132,Power BI for Business,Microsoft Learn,2025-01-20,2025-01-29,1150.23,Completed
T000313,E00132,Diversity & Inclusion Workshop,Internal L&D,2024-04-02,2024-04-11,870.08,In Progress
T000314,E00132,Workplace Safety & Compliance,Internal L&D,2024-11-27,2024-11-29,399.87,In Progress
T000315,E00133,Cloud Computing Fundamentals,AWS Training,2022-06-15,2022-06-20,257.42,Completed
T000316,E00133,Project Management Professional,PMI,2022-11-17,2022-11-19,611.78,Not Certified
T000317,E00134,Customer Service Excellence,Internal L&D,2023-08-11,2023-08-18,906.08,Completed
T000318,E00134,Cybersecurity Awareness,Udemy,2025-05-06,2025-05-10,961.73,Completed
T000319,E00135,Sales Negotiation Skills,Miller Heiman,2025-05-11,2025-05-14,937.74,Not Certified
T000320,E00135,Power BI for Business,Microsoft Learn,2025-03-06,2025-03-15,2969.92,Not Certified
T000321,E00137,Python for Data Analysis,Coursera,2024-05-10,2024-05-13,460.39,Completed
T000322,E00137,Diversity & Inclusion Workshop,Internal L&D,2025-02-16,2025-02-22,1223.84,Not Certified
T000323,E00137,Project Management Professional,PMI,2025-03-29,2025-04-03,3242.59,Completed
T000324,E00139,Cloud Computing Fundamentals,AWS Training,2023-06-15,2023-06-18,1860.45,Completed
T000325,E00140,Python for Data Analysis,Coursera,2023-10-26,2023-10-28,401.6,In Progress
T000326,E00140,Leadership Excellence,Dale Carnegie,2023-09-19,2023-09-27,2337.6,Completed
T000327,E00140,Power BI for Business,Microsoft Learn,2023-05-30,2023-06-07,1645.94,Completed
T000328,E00141,Cybersecurity Awareness,Udemy,2024-06-26,2024-07-04,1799.16,Completed
T000329,E00142,Python for Data Analysis,Coursera,2023-02-19,2023-03-01,1296.13,Not Certified
T000330,E00142,Advanced Excel & Data Analysis,Coursera,2024-10-17,2024-10-27,1827.09,Completed
T000331,E00143,Cloud Computing Fundamentals,AWS Training,2022-05-12,2022-05-16,1626.54,Completed
T000332,E00143,Advanced Excel & Data Analysis,Coursera,2023-07-28,2023-08-05,1400.08,Completed
T000333,E00143,Customer Service Excellence,Internal L&D,2022-03-31,2022-04-08,1425.0,In Progress
T000334,E00143,Project Management Professional,PMI,2023-07-29,2023-08-07,1233.3,Completed
T000335,E00143,Python for Data Analysis,Coursera,2025-01-07,2025-01-10,3141.98,In Progress
T000336,E00143,Financial Modeling,Wall Street Prep,2022-12-01,2022-12-07,1790.88,In Progress
T000337,E00145,Advanced Excel & Data Analysis,Coursera,2025-03-30,2025-04-02,1329.19,Completed
T000338,E00146,Customer Service Excellence,Internal L&D,2025-04-08,2025-04-16,192.97,Completed
T000339,E00146,Cloud Computing Fundamentals,AWS Training,2023-02-22,2023-02-24,617.54,Completed
T000340,E00146,Python for Data Analysis,Coursera,2024-05-11,2024-05-20,1348.39,Completed
T000341,E00146,Workplace Safety & Compliance,Internal L&D,2024-09-15,2024-09-18,1542.72,Completed
T000342,E00147,Advanced Excel & Data Analysis,Coursera,2024-10-12,2024-10-17,3061.28,In Progress
T000343,E00149,Cybersecurity Awareness,Udemy,2024-02-05,2024-02-07,2169.94,Completed
T000344,E00149,Leadership Excellence,Dale Carnegie,2024-03-17,2024-03-27,1313.24,Completed
T000345,E00150,Customer Service Excellence,Internal L&D,2021-02-06,2021-02-15,938.02,Not Certified
T000346,E00151,Effective Communication,LinkedIn Learning,2021-12-25,2021-12-29,589.88,Completed
T000347,E00152,Leadership Excellence,Dale Carnegie,2024-02-02,2024-02-08,3134.09,Completed
T000348,E00153,Sales Negotiation Skills,Miller Heiman,2025-05-09,2025-05-14,1051.3,Completed
T000349,E00154,Sales Negotiation Skills,Miller Heiman,2021-09-21,2021-09-25,534.27,In Progress
T000350,E00156,Project Management Professional,PMI,2024-01-11,2024-01-14,1818.42,Completed
T000351,E00156,Cybersecurity Awareness,Udemy,2023-09-13,2023-09-23,2984.62,Completed
T000352,E00157,Effective Communication,LinkedIn Learning,2024-09-08,2024-09-15,1982.05,In Progress
T000353,E00157,Cloud Computing Fundamentals,AWS Training,2022-07-27,2022-08-06,1186.31,Completed
T000354,E00157,Sales Negotiation Skills,Miller Heiman,2022-05-27,2022-06-06,1963.71,In Progress
T000355,E00158,Agile & Scrum Master,Scrum.org,2025-02-05,2025-02-12,2652.4,Completed
T000356,E00160,Workplace Safety & Compliance,Internal L&D,2024-12-06,2024-12-13,3144.71,Completed
T000357,E00161,Customer Service Excellence,Internal L&D,2025-05-25,2025-06-03,603.02,Completed
T000358,E00162,Leadership Excellence,Dale Carnegie,2021-11-27,2021-11-30,2590.15,Completed
T000359,E00163,Sales Negotiation Skills,Miller Heiman,2025-04-29,2025-05-07,226.52,Completed
T000360,E00165,Python for Data Analysis,Coursera,2025-05-06,2025-05-15,2010.47,Completed
T000361,E00165,Advanced Excel & Data Analysis,Coursera,2024-08-17,2024-08-23,1904.6,In Progress
T000362,E00166,Effective Communication,LinkedIn Learning,2022-10-24,2022-10-27,2570.8,Not Certified
T000363,E00167,Customer Service Excellence,Internal L&D,2025-05-03,2025-05-09,236.07,Completed
T000364,E00167,Sales Negotiation Skills,Miller Heiman,2024-03-17,2024-03-20,2248.73,Completed
T000365,E00167,Six Sigma Green Belt,ASQ,2025-04-17,2025-04-26,1631.34,Completed
T000366,E00167,Workplace Safety & Compliance,Internal L&D,2025-04-22,2025-04-28,478.75,In Progress
T000367,E00169,Power BI for Business,Microsoft Learn,2022-06-03,2022-06-13,2075.01,Not Certified
T000368,E00170,Diversity & Inclusion Workshop,Internal L&D,2025-04-30,2025-05-02,3163.67,Completed
T000369,E00170,Diversity & Inclusion Workshop,Internal L&D,2024-08-15,2024-08-24,2615.94,Not Certified
T000370,E00171,Project Management Professional,PMI,2021-03-29,2021-04-05,1217.26,Not Certified
T000371,E00171,Power BI for Business,Microsoft Learn,2021-04-27,2021-05-04,1044.94,Not Certified
T000372,E00171,Six Sigma Green Belt,ASQ,2024-06-28,2024-07-08,1758.56,Not Certified
T000373,E00171,Python for Data Analysis,Coursera,2023-05-17,2023-05-24,1481.32,In Progress
T000374,E00171,Cloud Computing Fundamentals,AWS Training,2021-09-07,2021-09-13,531.02,In Progress
T000375,E00171,Power BI for Business,Microsoft Learn,2024-07-09,2024-07-17,2822.12,In Progress
T000376,E00173,Customer Service Excellence,Internal L&D,2024-04-21,2024-04-26,1699.09,Completed
T000377,E00173,Power BI for Business,Microsoft Learn,2023-05-20,2023-05-27,2299.86,Not Certified
T000378,E00173,Effective Communication,LinkedIn Learning,2023-08-28,2023-09-06,2319.61,Completed
T000379,E00174,Diversity & Inclusion Workshop,Internal L&D,2023-07-19,2023-07-21,2777.56,Completed
T000380,E00174,Agile & Scrum Master,Scrum.org,2024-04-16,2024-04-24,1921.64,Completed
T000381,E00174,Agile & Scrum Master,Scrum.org,2023-02-12,2023-02-20,1682.18,In Progress
T000382,E00175,Python for Data Analysis,Coursera,2023-04-21,2023-05-01,1965.93,Completed
T000383,E00175,Project Management Professional,PMI,2022-05-04,2022-05-14,3316.36,In Progress
T000384,E00176,Project Management Professional,PMI,2022-01-04,2022-01-11,789.57,Completed
T000385,E00176,Python for Data Analysis,Coursera,2025-03-07,2025-03-17,993.86,In Progress
T000386,E00176,Agile & Scrum Master,Scrum.org,2023-08-31,2023-09-04,193.58,Not Certified
T000387,E00176,Project Management Professional,PMI,2021-03-19,2021-03-25,2054.77,Completed
T000388,E00178,Python for Data Analysis,Coursera,2024-02-24,2024-02-29,1170.01,Completed
T000389,E00178,Sales Negotiation Skills,Miller Heiman,2024-11-03,2024-11-08,1206.7,Not Certified
T000390,E00178,Six Sigma Green Belt,ASQ,2024-05-03,2024-05-05,734.74,Not Certified
T000391,E00179,Financial Modeling,Wall Street Prep,2023-12-02,2023-12-12,693.08,Completed
T000392,E00179,Workplace Safety & Compliance,Internal L&D,2024-11-06,2024-11-13,1836.72,Completed
T000393,E00179,Cybersecurity Awareness,Udemy,2024-10-26,2024-10-30,901.42,Completed
T000394,E00180,Advanced Excel & Data Analysis,Coursera,2025-06-04,2025-06-06,2468.32,Not Certified
T000395,E00182,Financial Modeling,Wall Street Prep,2025-03-19,2025-03-27,2272.03,Completed
T000396,E00183,Project Management Professional,PMI,2022-03-31,2022-04-04,3230.8,Completed
T000397,E00183,Agile & Scrum Master,Scrum.org,2022-06-18,2022-06-22,2296.38,Completed
T000398,E00183,Power BI for Business,Microsoft Learn,2023-08-26,2023-08-30,3459.86,Not Certified
T000399,E00183,Sales Negotiation Skills,Miller Heiman,2023-05-30,2023-06-09,344.47,Not Certified
T000400,E00184,Customer Service Excellence,Internal L&D,2024-04-20,2024-04-24,524.16,Completed
T000401,E00184,Sales Negotiation Skills,Miller Heiman,2023-12-04,2023-12-07,1277.95,Completed
T000402,E00184,Customer Service Excellence,Internal L&D,2021-05-13,2021-05-17,2335.39,Completed
T000403,E00184,Six Sigma Green Belt,ASQ,2023-12-11,2023-12-13,396.93,Completed
T000404,E00184,Effective Communication,LinkedIn Learning,2022-08-30,2022-09-08,383.23,Completed
T000405,E00184,Cloud Computing Fundamentals,AWS Training,2021-05-22,2021-05-25,486.82,Completed
T000406,E00185,Effective Communication,LinkedIn Learning,2024-04-12,2024-04-18,986.49,In Progress
T000407,E00185,Sales Negotiation Skills,Miller Heiman,2024-03-09,2024-03-19,844.36,In Progress
T000408,E00187,Diversity & Inclusion Workshop,Internal L&D,2023-10-10,2023-10-13,2525.76,Completed
T000409,E00187,Project Management Professional,PMI,2024-12-22,2024-12-30,2720.64,Completed
T000410,E00187,Cloud Computing Fundamentals,AWS Training,2022-06-26,2022-07-02,2972.81,Completed
T000411,E00187,Cloud Computing Fundamentals,AWS Training,2024-05-30,2024-06-04,3306.86,Completed
T000412,E00187,Leadership Excellence,Dale Carnegie,2022-10-19,2022-10-22,3325.04,In Progress
T000413,E00189,Python for Data Analysis,Coursera,2025-02-21,2025-02-25,1415.32,Completed
T000414,E00189,Diversity & Inclusion Workshop,Internal L&D,2023-02-17,2023-02-24,2186.08,Completed
T000415,E00190,Customer Service Excellence,Internal L&D,2023-11-25,2023-12-02,1750.2,Completed
T000416,E00191,Diversity & Inclusion Workshop,Internal L&D,2024-09-24,2024-09-26,1956.82,Not Certified
T000417,E00192,Agile & Scrum Master,Scrum.org,2022-07-27,2022-08-05,2308.63,In Progress
T000418,E00193,Workplace Safety & Compliance,Internal L&D,2025-05-04,2025-05-10,171.12,In Progress
T000419,E00195,Effective Communication,LinkedIn Learning,2025-06-10,2025-06-18,3148.59,Completed
T000420,E00195,Power BI for Business,Microsoft Learn,2023-07-17,2023-07-27,2274.49,In Progress
T000421,E00195,Agile & Scrum Master,Scrum.org,2024-04-18,2024-04-27,2099.61,Completed
T000422,E00196,Cybersecurity Awareness,Udemy,2023-12-25,2023-12-29,1071.05,In Progress
T000423,E00196,Project Management Professional,PMI,2023-07-30,2023-08-02,598.61,Completed
T000424,E00199,Workplace Safety & Compliance,Internal L&D,2024-03-25,2024-03-28,322.43,Completed
T000425,E00199,Diversity & Inclusion Workshop,Internal L&D,2023-02-24,2023-02-28,897.19,Not Certified
T000426,E00199,Customer Service Excellence,Internal L&D,2024-11-21,2024-11-30,3199.59,Not Certified
T000427,E00199,Cloud Computing Fundamentals,AWS Training,2023-06-19,2023-06-24,310.93,Completed
T000428,E00200,Customer Service Excellence,Internal L&D,2025-01-17,2025-01-25,560.46,Completed
T000429,E00200,Leadership Excellence,Dale Carnegie,2025-03-03,2025-03-12,2968.09,Completed
T000430,E00203,Cloud Computing Fundamentals,AWS Training,2023-10-17,2023-10-25,329.61,Completed
T000431,E00203,Agile & Scrum Master,Scrum.org,2025-02-23,2025-03-01,442.86,Not Certified
T000432,E00203,Python for Data Analysis,Coursera,2024-04-21,2024-04-23,1241.57,Completed
T000433,E00203,Diversity & Inclusion Workshop,Internal L&D,2024-01-22,2024-01-28,649.36,Not Certified
T000434,E00205,Workplace Safety & Compliance,Internal L&D,2024-04-28,2024-05-05,359.3,In Progress
T000435,E00205,Power BI for Business,Microsoft Learn,2024-10-04,2024-10-07,3056.37,Completed
T000436,E00205,Advanced Excel & Data Analysis,Coursera,2024-04-11,2024-04-14,2107.92,Completed
T000437,E00206,Effective Communication,LinkedIn Learning,2023-11-28,2023-12-06,957.11,Completed
T000438,E00206,Python for Data Analysis,Coursera,2023-01-02,2023-01-10,833.58,Completed
T000439,E00206,Sales Negotiation Skills,Miller Heiman,2022-12-25,2022-12-30,2069.63,Completed
T000440,E00207,Leadership Excellence,Dale Carnegie,2024-12-24,2025-01-02,1085.27,Completed
T000441,E00208,Effective Communication,LinkedIn Learning,2022-11-30,2022-12-05,1342.22,Completed
T000442,E00208,Power BI for Business,Microsoft Learn,2022-05-04,2022-05-13,2122.9,Completed
T000443,E00208,Leadership Excellence,Dale Carnegie,2022-06-09,2022-06-18,2218.26,Completed
T000444,E00208,Cloud Computing Fundamentals,AWS Training,2024-09-01,2024-09-04,627.18,Completed
T000445,E00208,Advanced Excel & Data Analysis,Coursera,2024-01-28,2024-01-30,1314.08,Completed
T000446,E00210,Advanced Excel & Data Analysis,Coursera,2025-06-18,2025-06-26,2108.54,Completed
T000447,E00211,Python for Data Analysis,Coursera,2025-04-17,2025-04-25,2534.31,Completed
T000448,E00211,Six Sigma Green Belt,ASQ,2025-05-19,2025-05-28,860.75,In Progress
T000449,E00212,Advanced Excel & Data Analysis,Coursera,2022-07-19,2022-07-27,2434.99,Completed
T000450,E00212,Diversity & Inclusion Workshop,Internal L&D,2021-09-22,2021-09-25,3149.88,Completed
T000451,E00213,Sales Negotiation Skills,Miller Heiman,2025-06-08,2025-06-15,2381.49,Completed
T000452,E00215,Customer Service Excellence,Internal L&D,2024-07-14,2024-07-22,1324.61,In Progress
T000453,E00215,Python for Data Analysis,Coursera,2024-07-26,2024-08-02,1722.05,Completed
T000454,E00215,Diversity & Inclusion Workshop,Internal L&D,2024-11-08,2024-11-11,2021.28,Completed
T000455,E00215,Agile & Scrum Master,Scrum.org,2024-06-23,2024-06-30,3021.8,In Progress
T000456,E00216,Power BI for Business,Microsoft Learn,2024-12-25,2024-12-27,642.88,Completed
T000457,E00217,Power BI for Business,Microsoft Learn,2022-03-30,2022-04-09,2019.71,In Progress
T000458,E00217,Power BI for Business,Microsoft Learn,2023-03-01,2023-03-07,2571.89,Completed
T000459,E00217,Cloud Computing Fundamentals,AWS Training,2022-06-07,2022-06-11,2052.52,Completed
T000460,E00217,Advanced Excel & Data Analysis,Coursera,2023-06-11,2023-06-21,3139.13,Not Certified
T000461,E00217,Cybersecurity Awareness,Udemy,2023-03-05,2023-03-15,2210.21,In Progress
T000462,E00217,Customer Service Excellence,Internal L&D,2024-01-12,2024-01-20,1302.95,Completed
T000463,E00219,Cloud Computing Fundamentals,AWS Training,2025-05-30,2025-06-02,2445.9,Completed
T000464,E00220,Customer Service Excellence,Internal L&D,2024-08-19,2024-08-23,717.68,Completed
T000465,E00220,Advanced Excel & Data Analysis,Coursera,2021-05-25,2021-05-31,620.53,Not Certified
T000466,E00220,Effective Communication,LinkedIn Learning,2024-11-05,2024-11-11,2441.91,Completed
T000467,E00220,Advanced Excel & Data Analysis,Coursera,2023-09-16,2023-09-23,2798.46,Completed
T000468,E00220,Project Management Professional,PMI,2022-07-31,2022-08-04,3423.12,Completed
T000469,E00220,Agile & Scrum Master,Scrum.org,2024-08-05,2024-08-13,2880.85,Not Certified
T000470,E00221,Cloud Computing Fundamentals,AWS Training,2022-08-13,2022-08-19,3379.33,Completed
T000471,E00221,Diversity & Inclusion Workshop,Internal L&D,2020-10-12,2020-10-15,3159.39,Not Certified
T000472,E00221,Customer Service Excellence,Internal L&D,2021-01-18,2021-01-26,2531.4,Not Certified
T000473,E00223,Workplace Safety & Compliance,Internal L&D,2024-11-20,2024-11-28,998.28,Completed
T000474,E00223,Diversity & Inclusion Workshop,Internal L&D,2024-05-24,2024-05-29,3270.79,Completed
T000475,E00223,Financial Modeling,Wall Street Prep,2025-05-19,2025-05-27,2301.47,Completed
T000476,E00223,Effective Communication,LinkedIn Learning,2025-06-11,2025-06-17,3379.85,Completed
T000477,E00223,Advanced Excel & Data Analysis,Coursera,2024-10-24,2024-11-03,2898.99,Completed
T000478,E00223,Financial Modeling,Wall Street Prep,2024-09-13,2024-09-21,346.25,In Progress
T000479,E00224,Power BI for Business,Microsoft Learn,2024-07-27,2024-08-04,2161.43,In Progress
T000480,E00224,Agile & Scrum Master,Scrum.org,2024-06-13,2024-06-22,2329.84,Not Certified
