Performance_ID,Employee_ID,Review_Date,Reviewer_ID,KPI_Score,Productivity_Score,Attendance_Score,Teamwork_Score,Overall_Rating,Promotion_Recommendation
PF000333,E00099,2024-08-20,E00049,98.1,76.3,87.2,67.3,Good,Yes
PF000334,E00099,2025-02-18,E00049,72.6,71.4,100.0,90.4,Good,No
PF000335,E00101,2024-05-23,E00101,86.1,61.2,82.0,84.4,Good,No
PF000336,E00101,2024-11-21,E00101,49.1,58.2,85.6,84.5,Average,No
PF000337,E00101,2025-05-22,E00101,77.4,73.6,82.7,66.8,Good,No
PF000338,E00102,2025-06-27,E00102,100.0,59.9,73.6,69.1,Good,Yes
PF000339,E00103,2023-09-24,E00017,76.0,63.5,82.0,61.5,Good,Yes
PF000340,E00103,2024-03-24,E00017,66.5,68.9,82.8,59.1,Average,No
PF000341,E00104,2020-12-19,E00083,89.0,60.7,76.7,86.8,Good,Yes
PF000342,E00104,2021-06-19,E00083,64.7,72.6,73.1,76.8,Good,No
PF000343,E00105,2022-11-28,E00033,80.3,63.5,91.2,73.8,Good,No
PF000344,E00105,2023-05-29,E00033,64.7,71.9,88.7,69.8,Good,No
PF000345,E00105,2023-11-27,E00033,88.3,64.0,93.0,100.0,Good,No
PF000346,E00105,2024-05-27,E00033,61.5,60.9,79.4,81.4,Good,Yes
PF000347,E00105,2024-11-25,E00033,77.8,82.0,91.7,74.7,Good,No
PF000348,E00105,2025-05-26,E00033,75.2,68.0,75.0,98.9,Good,Yes
PF000349,E00106,2023-11-10,E00031,86.4,50.1,54.1,89.3,Average,No
PF000350,E00106,2024-05-10,E00031,75.6,58.0,77.5,90.7,Good,No
PF000351,E00106,2024-11-08,E00031,81.9,73.0,72.4,76.5,Good,Yes
PF000352,E00106,2025-05-09,E00031,76.8,75.3,83.1,85.0,Good,No
PF000353,E00107,2022-12-31,E00063,70.4,63.3,73.4,82.4,Good,Yes
PF000354,E00107,2023-07-01,E00063,64.2,89.4,83.9,76.0,Good,No
PF000355,E00107,2023-12-30,E00063,67.9,64.0,79.2,77.5,Good,No
PF000356,E00107,2024-06-29,E00063,90.5,94.0,78.5,61.0,Good,No
PF000357,E00107,2024-12-28,E00063,68.4,62.8,69.0,88.9,Good,No
PF000358,E00107,2025-06-28,E00063,83.9,80.2,81.7,94.0,Good,No
PF000359,E00108,2024-06-26,E00048,91.7,55.7,70.8,75.7,Good,No
PF000360,E00108,2024-12-25,E00048,66.3,83.2,76.6,77.5,Good,No
PF000361,E00108,2025-06-25,E00048,93.9,75.4,77.5,81.4,Good,No
PF000362,E00109,2022-06-05,E00099,69.1,83.2,68.0,60.3,Good,Yes
PF000363,E00109,2022-12-04,E00099,74.7,60.1,71.5,90.7,Good,No
PF000364,E00109,2023-06-04,E00099,91.2,70.9,73.9,89.8,Good,No
PF000365,E00109,2023-12-03,E00099,54.3,64.9,79.4,77.3,Average,No
PF000366,E00109,2024-06-02,E00099,100.0,71.7,96.2,69.3,Good,No
PF000367,E00109,2024-12-01,E00099,56.2,79.9,90.2,73.1,Good,No
PF000368,E00109,2025-06-01,E00099,63.8,87.9,81.5,80.4,Good,No
PF000369,E00110,2024-07-30,E00089,64.7,71.1,90.1,88.9,Good,Yes
PF000370,E00110,2025-01-28,E00089,84.4,95.0,76.7,77.8,Good,No
PF000371,E00113,2025-04-13,E00034,40.5,81.4,78.6,82.2,Good,No
PF000372,E00114,2023-07-10,E00060,56.7,71.3,91.3,81.8,Good,Yes
PF000373,E00115,2020-10-28,E00115,69.4,57.1,75.4,87.3,Good,Yes
PF000374,E00115,2021-04-28,E00115,60.4,51.8,85.6,89.4,Good,No
PF000375,E00115,2021-10-27,E00115,76.5,73.9,88.7,72.3,Good,Yes
PF000376,E00115,2022-04-27,E00115,70.2,74.8,81.9,92.2,Good,No
PF000377,E00115,2022-10-26,E00115,76.8,68.5,69.9,70.5,Good,No
PF000378,E00115,2023-04-26,E00115,88.6,80.9,83.9,93.1,Good,No
PF000379,E00115,2023-10-25,E00115,65.7,69.9,79.6,82.0,Good,No
PF000380,E00115,2024-04-24,E00115,65.8,96.9,79.1,78.2,Good,No
PF000381,E00115,2024-10-23,E00115,77.0,73.0,72.6,76.7,Good,No
PF000382,E00115,2025-04-23,E00115,82.2,78.8,62.0,80.1,Good,No
PF000383,E00116,2021-11-27,E00116,65.7,66.5,73.6,82.2,Good,No
PF000384,E00116,2022-05-28,E00116,56.7,72.7,73.5,65.6,Average,No
PF000385,E00117,2024-02-25,E00056,60.1,56.6,83.3,85.6,Good,No
PF000386,E00118,2020-07-10,E00064,95.8,77.7,98.2,78.9,Good,Yes
PF000387,E00118,2021-01-08,E00064,100.0,88.9,85.9,63.3,Good,Yes
PF000388,E00119,2021-10-11,E00036,76.0,73.6,85.4,78.3,Good,No
PF000389,E00119,2022-04-11,E00036,68.5,81.5,93.2,96.6,Good,No
PF000390,E00119,2022-10-10,E00036,67.0,73.0,81.4,81.5,Good,No
PF000391,E00119,2023-04-10,E00036,82.6,80.2,89.9,89.0,Good,Yes
PF000392,E00119,2023-10-09,E00036,78.7,77.5,86.3,63.5,Good,Yes
PF000393,E00119,2024-04-08,E00036,71.5,85.9,89.7,78.2,Good,No
PF000394,E00119,2024-10-07,E00036,77.0,63.7,79.7,81.2,Good,Yes
PF000395,E00119,2025-04-07,E00036,75.6,46.3,89.4,98.1,Good,Yes
PF000396,E00120,2022-11-20,E00077,80.0,57.7,72.7,48.1,Average,No
PF000397,E00120,2023-05-21,E00077,74.2,86.1,69.8,65.5,Good,Yes
PF000398,E00120,2023-11-19,E00077,50.8,65.8,76.1,79.0,Average,No
PF000399,E00120,2024-05-19,E00077,64.7,56.4,78.0,95.8,Good,No
PF000400,E00120,2024-11-17,E00077,70.4,83.2,75.6,82.3,Good,No
PF000401,E00120,2025-05-18,E00077,61.6,80.9,71.7,67.9,Good,Yes
PF000402,E00121,2023-03-31,E00033,67.0,83.2,66.7,65.3,Good,No
PF000403,E00121,2023-09-29,E00033,80.2,67.9,80.6,91.0,Good,Yes
PF000404,E00121,2024-03-29,E00033,68.6,59.1,63.6,68.5,Average,No
PF000405,E00121,2024-09-27,E00033,68.0,65.6,68.7,60.1,Average,No
PF000406,E00121,2025-03-28,E00033,52.7,92.3,85.0,75.8,Good,No
PF000407,E00122,2023-03-31,E00122,94.6,85.3,73.6,76.1,Good,No
PF000408,E00122,2023-09-29,E00122,83.0,46.9,81.3,87.8,Good,No
PF000409,E00122,2024-03-29,E00122,60.9,73.5,83.1,80.3,Good,No
PF000410,E00122,2024-09-27,E00122,55.0,70.8,82.0,72.3,Good,No
PF000411,E00122,2025-03-28,E00122,91.0,50.1,72.6,76.1,Good,No
PF000412,E00124,2021-11-27,E00124,82.6,72.7,83.6,77.7,Good,Yes
PF000413,E00124,2022-05-28,E00124,73.4,55.4,70.7,78.0,Average,No
PF000414,E00124,2022-11-26,E00124,74.7,85.8,75.2,85.0,Good,Yes
PF000415,E00124,2023-05-27,E00124,68.0,77.5,81.6,78.6,Good,Yes
PF000416,E00124,2023-11-25,E00124,69.8,71.1,77.6,73.9,Good,No
PF000417,E00124,2024-05-25,E00124,66.1,80.4,78.2,63.1,Good,Yes
PF000418,E00124,2024-11-23,E00124,66.1,100.0,91.6,79.1,Good,No
PF000419,E00124,2025-05-24,E00124,74.5,56.0,82.2,69.6,Good,No
PF000420,E00125,2023-06-18,E00036,61.4,79.4,69.7,71.7,Good,Yes
PF000421,E00125,2023-12-17,E00036,100.0,92.5,80.5,79.3,Good,Yes
PF000422,E00125,2024-06-16,E00036,70.3,99.3,75.8,72.6,Good,Yes
PF000423,E00126,2024-03-16,E00032,84.1,54.9,80.1,76.2,Good,Yes
PF000424,E00126,2024-09-14,E00032,52.3,76.3,89.8,91.6,Good,Yes
PF000425,E00126,2025-03-15,E00032,69.4,93.6,73.7,62.4,Good,No
PF000426,E00127,2024-04-23,E00026,76.3,95.9,81.5,65.7,Good,No
PF000427,E00127,2024-10-22,E00026,70.6,53.2,97.1,79.0,Good,No
PF000428,E00127,2025-04-22,E00026,77.6,73.7,87.1,72.1,Good,Yes
PF000429,E00128,2023-02-18,E00045,70.4,87.9,90.6,77.2,Good,No
PF000430,E00128,2023-08-19,E00045,74.6,70.5,64.2,51.8,Average,No
PF000431,E00128,2024-02-17,E00045,67.3,76.3,96.7,71.8,Good,No
PF000432,E00128,2024-08-17,E00045,62.3,50.7,77.1,75.6,Average,No
PF000433,E00128,2025-02-15,E00045,73.9,65.3,93.4,63.8,Good,Yes
PF000434,E00129,2020-11-24,E00083,58.7,77.0,69.9,74.2,Average,No
PF000435,E00129,2021-05-25,E00083,75.5,77.3,66.6,67.6,Good,Yes
PF000436,E00129,2021-11-23,E00083,86.2,73.9,60.2,80.1,Good,No
PF000437,E00129,2022-05-24,E00083,65.1,95.1,100.0,88.5,Good,No
PF000438,E00129,2022-11-22,E00083,82.0,81.2,76.9,74.7,Good,No
PF000439,E00129,2023-05-23,E00083,31.1,64.1,71.9,90.2,Average,No
PF000440,E00130,2023-11-19,E00061,70.9,87.1,86.1,96.3,Good,No
PF000441,E00130,2024-05-19,E00061,73.4,60.3,75.2,86.3,Good,No
PF000442,E00130,2024-11-17,E00061,60.7,77.0,70.7,72.4,Good,No
PF000443,E00130,2025-05-18,E00061,64.8,70.7,69.0,98.8,Good,No
PF000444,E00131,2023-04-23,E00060,73.4,69.0,73.3,80.5,Good,No
PF000445,E00131,2023-10-22,E00060,82.4,100.0,68.8,77.1,Good,No
PF000446,E00131,2024-04-21,E00060,85.4,78.7,80.3,83.6,Good,Yes
PF000447,E00131,2024-10-20,E00060,83.9,78.8,76.3,94.1,Good,No
PF000448,E00131,2025-04-20,E00060,49.0,94.1,88.7,69.2,Good,No
PF000449,E00132,2024-08-14,E00002,94.7,79.6,79.8,61.9,Good,No
PF000450,E00132,2025-02-12,E00002,72.7,42.1,75.9,68.1,Average,No
PF000451,E00133,2021-12-06,E00066,66.2,100.0,92.6,75.5,Good,No
PF000452,E00133,2022-06-06,E00066,70.3,74.0,55.6,72.5,Average,No
PF000453,E00133,2022-12-05,E00066,81.1,66.0,76.4,60.0,Good,No
PF000454,E00133,2023-06-05,E00066,74.9,90.2,92.4,74.7,Good,No
PF000455,E00134,2024-01-21,E00111,86.8,87.6,79.3,76.8,Good,No
PF000456,E00134,2024-07-21,E00111,74.6,72.4,98.1,78.5,Good,Yes
PF000457,E00134,2025-01-19,E00111,82.8,65.3,98.9,77.4,Good,No
PF000458,E00135,2025-04-07,E00033,72.2,89.9,96.0,74.9,Good,No
PF000459,E00137,2024-10-12,E00137,81.4,45.4,83.0,99.8,Good,No
PF000460,E00137,2025-04-12,E00137,77.3,82.5,95.7,84.4,Good,No
PF000461,E00139,2023-05-18,E00139,61.4,85.7,86.3,56.9,Good,Yes
PF000462,E00139,2023-11-16,E00139,72.5,100.0,93.1,78.9,Good,No
PF000463,E00139,2024-05-16,E00139,55.1,87.3,68.5,89.7,Good,No
PF000464,E00139,2024-11-14,E00139,64.2,71.2,85.5,84.2,Good,No
PF000465,E00139,2025-05-15,E00139,49.5,61.6,72.3,78.9,Average,No
PF000466,E00140,2022-06-24,E00099,92.1,67.9,85.6,67.0,Good,Yes
PF000467,E00140,2022-12-23,E00099,89.5,47.0,73.1,65.0,Average,No
PF000468,E00140,2023-06-23,E00099,75.9,55.5,90.4,72.6,Good,No
PF000469,E00140,2023-12-22,E00099,94.0,86.0,83.3,59.7,Good,Yes
PF000470,E00141,2024-02-07,E00141,75.1,63.1,85.1,76.1,Good,No
PF000471,E00141,2024-08-07,E00141,62.8,83.5,84.9,72.7,Good,No
PF000472,E00142,2023-05-22,E00087,51.4,49.2,72.6,90.8,Average,No
PF000473,E00142,2023-11-20,E00087,79.0,97.2,70.4,89.6,Good,No
PF000474,E00142,2024-05-20,E00087,74.8,62.9,90.0,64.6,Good,No
PF000475,E00142,2024-11-18,E00087,70.4,88.7,65.4,59.2,Good,No
PF000476,E00142,2025-05-19,E00087,47.7,44.4,88.6,85.7,Average,No
PF000477,E00143,2022-05-17,E00143,62.8,54.6,91.9,72.8,Good,Yes
PF000478,E00143,2022-11-15,E00143,52.7,71.2,66.6,88.3,Average,No
PF000479,E00143,2023-05-16,E00143,70.2,74.0,61.2,77.5,Good,Yes
PF000480,E00143,2023-11-14,E00143,100.0,65.8,68.1,69.4,Good,Yes
PF000481,E00143,2024-05-14,E00143,79.7,74.0,90.8,69.2,Good,Yes
PF000482,E00143,2024-11-12,E00143,73.5,80.3,73.4,67.9,Good,No
PF000483,E00143,2025-05-13,E00143,69.2,63.8,88.5,76.9,Good,No
PF000484,E00145,2024-06-05,E00115,75.3,96.2,69.0,86.4,Good,No
PF000485,E00145,2024-12-04,E00115,69.2,69.0,91.3,63.7,Good,Yes
PF000486,E00145,2025-06-04,E00115,67.1,73.6,73.9,62.1,Average,No
PF000487,E00146,2023-07-30,E00146,68.0,58.9,71.0,60.0,Average,No
PF000488,E00146,2024-01-28,E00146,93.9,76.0,90.2,92.0,Good,No
PF000489,E00146,2024-07-28,E00146,71.8,93.0,88.4,68.0,Good,No
PF000490,E00146,2025-01-26,E00146,60.9,84.2,85.6,85.2,Good,No
PF000491,E00147,2024-09-12,E00124,70.4,63.6,92.9,77.0,Good,No
PF000492,E00147,2025-03-13,E00124,55.8,81.2,89.3,75.9,Good,No
PF000493,E00148,2025-06-27,E00148,68.0,72.7,84.4,77.6,Good,No
PF000494,E00149,2023-08-27,E00084,85.6,78.0,80.6,81.2,Good,No
PF000495,E00149,2024-02-25,E00084,61.2,52.1,68.1,56.7,Average,No
PF000496,E00149,2024-08-25,E00084,58.8,65.4,84.1,81.9,Good,No
PF000497,E00149,2025-02-23,E00084,84.6,87.2,92.7,60.5,Good,No
PF000498,E00150,2021-04-29,E00150,78.7,79.2,78.5,78.2,Good,No
PF000499,E00150,2021-10-28,E00150,64.4,66.7,98.7,60.8,Good,No
PF000500,E00150,2022-04-28,E00150,82.2,65.3,74.5,73.3,Good,Yes
PF000501,E00151,2022-03-19,E00151,81.1,57.7,80.5,79.5,Good,No
PF000502,E00152,2024-04-22,E00142,69.6,83.5,78.3,83.7,Good,Yes
PF000503,E00152,2024-10-21,E00142,74.2,76.4,68.5,97.8,Good,No
PF000504,E00152,2025-04-21,E00142,89.4,70.0,82.6,78.5,Good,Yes
PF000505,E00154,2021-09-05,E00023,72.2,100.0,82.1,75.1,Good,Yes
PF000506,E00154,2022-03-06,E00023,75.4,64.8,76.7,72.2,Good,No
PF000507,E00155,2025-05-06,E00032,71.7,58.4,80.4,65.2,Average,No
PF000508,E00156,2024-01-01,E00113,68.9,67.6,63.3,65.1,Average,No
PF000509,E00156,2024-07-01,E00113,77.5,86.9,77.6,64.7,Good,No
PF000510,E00156,2024-12-30,E00113,70.4,69.6,79.2,72.4,Good,Yes
PF000511,E00156,2025-06-30,E00113,55.0,67.3,68.1,70.3,Average,No
PF000512,E00157,2022-11-01,E00139,75.1,75.8,81.1,65.8,Good,No
PF000513,E00157,2023-05-02,E00139,75.2,79.8,77.1,70.9,Good,Yes
PF000514,E00157,2023-10-31,E00139,81.2,81.4,78.0,80.4,Good,No
PF000515,E00157,2024-04-30,E00139,78.5,47.2,74.6,75.2,Average,No
PF000516,E00157,2024-10-29,E00139,66.6,53.3,63.7,81.2,Average,No
PF000517,E00157,2025-04-29,E00139,70.5,77.4,71.1,96.8,Good,No
PF000518,E00158,2023-12-21,E00059,66.5,76.1,83.2,68.9,Good,No
PF000519,E00158,2024-06-20,E00059,86.0,69.6,66.4,65.4,Good,No
PF000520,E00158,2024-12-19,E00059,62.6,70.7,89.4,68.2,Good,No
PF000521,E00158,2025-06-19,E00059,67.7,63.9,73.5,75.0,Good,No
PF000522,E00159,2023-10-29,E00004,94.3,88.9,69.7,76.4,Good,Yes
PF000523,E00160,2024-07-01,E00160,82.5,69.3,77.0,64.7,Good,No
PF000524,E00160,2024-12-30,E00160,90.9,100.0,68.9,74.4,Good,No
PF000525,E00160,2025-06-30,E00160,68.3,52.8,88.6,72.6,Good,Yes
PF000526,E00161,2024-08-12,E00048,84.1,63.0,70.8,81.1,Good,No
PF000527,E00161,2025-02-10,E00048,60.2,77.9,96.2,78.3,Good,No
PF000528,E00162,2022-03-28,E00034,75.3,59.0,74.2,81.7,Good,No
PF000529,E00162,2022-09-26,E00034,63.4,62.8,73.4,88.5,Good,Yes
PF000530,E00164,2024-04-09,E00122,64.9,75.6,69.2,94.8,Good,Yes
PF000531,E00165,2024-07-12,E00127,85.2,85.8,93.0,79.5,Good,No
PF000532,E00165,2025-01-10,E00127,54.5,76.0,86.0,59.6,Average,No
PF000533,E00166,2022-12-13,E00166,71.2,57.4,82.7,69.9,Good,No
PF000534,E00167,2023-05-08,E00003,48.5,82.2,81.6,76.0,Good,No
PF000535,E00167,2023-11-06,E00003,69.2,79.6,59.9,73.3,Good,No
PF000536,E00167,2024-05-06,E00003,75.5,62.6,86.2,70.1,Good,No
PF000537,E00167,2024-11-04,E00003,62.4,98.7,82.0,85.3,Good,No
PF000538,E00167,2025-05-05,E00003,75.3,76.4,94.4,84.5,Good,No
PF000539,E00169,2022-02-05,E00147,78.0,86.1,69.2,86.8,Good,No
PF000540,E00169,2022-08-06,E00147,83.9,97.7,67.3,63.7,Good,No
PF000541,E00169,2023-02-04,E00147,55.5,80.2,74.4,98.5,Good,No
PF000542,E00169,2023-08-05,E00147,75.3,64.2,80.3,99.2,Good,No
PF000543,E00169,2024-02-03,E00147,86.2,70.0,77.5,71.5,Good,No
PF000544,E00170,2024-08-07,E00049,60.6,80.2,73.1,89.3,Good,No
PF000545,E00170,2025-02-05,E00049,75.6,82.1,67.6,79.3,Good,No
PF000546,E00171,2021-02-16,E00171,89.4,74.8,61.0,63.8,Good,No
PF000547,E00171,2021-08-17,E00171,77.8,56.6,74.9,75.3,Good,No
PF000548,E00171,2022-02-15,E00171,88.8,85.0,88.7,73.0,Good,No
PF000549,E00171,2022-08-16,E00171,60.4,73.6,71.5,76.8,Good,No
PF000550,E00171,2023-02-14,E00171,65.3,66.1,81.5,100.0,Good,No
PF000551,E00171,2023-08-15,E00171,85.8,40.0,99.1,64.6,Good,No
PF000552,E00171,2024-02-13,E00171,100.0,80.8,87.2,86.2,Good,Yes
PF000553,E00171,2024-08-13,E00171,75.3,76.6,87.3,92.5,Good,Yes
PF000554,E00171,2025-02-11,E00171,53.6,72.9,75.4,100.0,Good,Yes
PF000555,E00173,2023-04-21,E00026,71.7,99.5,81.6,92.3,Good,Yes
PF000556,E00173,2023-10-20,E00026,83.9,69.7,76.9,60.0,Good,No
PF000557,E00173,2024-04-19,E00026,76.5,68.7,81.9,53.2,Good,No
PF000558,E00173,2024-10-18,E00026,91.2,66.3,69.7,71.7,Good,Yes
PF000559,E00173,2025-04-18,E00026,69.1,77.9,63.5,71.3,Good,No
PF000560,E00174,2023-02-27,E00174,80.2,98.4,72.1,60.1,Good,No
PF000561,E00174,2023-08-28,E00174,85.2,61.4,67.8,79.2,Good,Yes
PF000562,E00174,2024-02-26,E00174,77.3,87.8,91.1,73.9,Good,No
PF000563,E00174,2024-08-26,E00174,62.2,71.6,81.5,76.9,Good,No
PF000564,E00174,2025-02-24,E00174,57.3,72.3,54.5,53.0,Average,No
PF000565,E00175,2022-05-29,E00123,89.2,75.9,77.6,81.7,Good,No
PF000566,E00175,2022-11-27,E00123,100.0,68.8,87.6,95.2,Good,No
PF000567,E00175,2023-05-28,E00123,83.8,64.3,82.2,93.0,Good,No
PF000568,E00176,2021-01-17,E00089,90.0,72.2,100.0,87.7,Good,No
PF000569,E00176,2021-07-18,E00089,65.4,82.3,58.9,57.6,Average,No
PF000570,E00176,2022-01-16,E00089,90.3,66.3,80.2,73.0,Good,Yes
PF000571,E00176,2022-07-17,E00089,80.9,87.4,85.5,87.6,Good,No
PF000572,E00176,2023-01-15,E00089,79.8,94.5,82.2,88.1,Good,Yes
PF000573,E00176,2023-07-16,E00089,66.3,57.8,69.7,65.2,Average,No
PF000574,E00176,2024-01-14,E00089,76.7,70.4,80.3,86.7,Good,No
PF000575,E00176,2024-07-14,E00089,77.5,68.2,90.4,64.0,Good,No
PF000576,E00176,2025-01-12,E00089,37.7,100.0,71.4,73.0,Good,Yes
PF000577,E00177,2023-06-30,E00023,75.9,78.9,77.7,66.4,Good,No
PF000578,E00177,2023-12-29,E00023,73.3,89.5,81.0,67.5,Good,Yes
PF000579,E00177,2024-06-28,E00023,88.8,84.6,73.4,79.6,Good,No
PF000580,E00177,2024-12-27,E00023,51.4,86.4,62.2,60.2,Average,No
PF000581,E00177,2025-06-27,E00023,90.5,44.6,61.6,93.9,Good,No
PF000582,E00178,2024-01-06,E00178,69.0,76.5,66.9,91.6,Good,No
PF000583,E00178,2024-07-06,E00178,87.7,62.5,96.1,79.8,Good,Yes
PF000584,E00178,2025-01-04,E00178,68.6,52.9,89.3,65.4,Average,No
PF000585,E00179,2023-06-05,E00131,62.8,75.3,88.9,55.0,Good,No
PF000586,E00179,2023-12-04,E00131,71.3,77.4,68.4,67.9,Good,No
PF000587,E00179,2024-06-03,E00131,65.7,73.5,93.3,65.0,Good,No
PF000588,E00179,2024-12-02,E00131,64.8,69.6,78.7,69.4,Good,No
PF000589,E00179,2025-06-02,E00131,82.4,76.8,72.8,83.6,Good,Yes
PF000590,E00180,2024-03-07,E00010,65.3,76.4,86.7,73.8,Good,No
PF000591,E00180,2024-09-05,E00010,86.1,68.0,58.8,72.7,Good,No
PF000592,E00180,2025-03-06,E00010,59.8,100.0,85.3,71.5,Good,No
PF000593,E00181,2024-10-17,E00062,70.1,69.9,68.2,66.0,Average,No
PF000594,E00181,2025-04-17,E00062,67.2,57.1,86.7,68.1,Average,No
PF000595,E00183,2022-09-05,E00183,56.3,65.6,57.6,75.6,Average,No
PF000596,E00183,2023-03-06,E00183,55.5,71.6,76.8,80.0,Good,No
PF000597,E00183,2023-09-04,E00183,87.5,82.4,99.4,88.9,Good,No
PF000598,E00183,2024-03-04,E00183,51.9,77.5,64.2,75.6,Average,No
PF000599,E00183,2024-09-02,E00183,57.4,57.3,88.1,55.5,Average,No
PF000600,E00183,2025-03-03,E00183,82.2,87.8,73.8,82.1,Good,No
PF000601,E00184,2021-04-14,E00044,83.4,87.3,85.7,82.7,Good,Yes
PF000602,E00184,2021-10-13,E00044,82.1,82.9,88.8,69.3,Good,No
PF000603,E00184,2022-04-13,E00044,54.9,75.1,71.1,77.9,Average,No
PF000604,E00184,2022-10-12,E00044,75.2,71.6,64.3,64.5,Average,No
PF000605,E00184,2023-04-12,E00044,81.0,68.2,89.6,66.0,Good,No
PF000606,E00184,2023-10-11,E00044,81.3,66.0,73.5,60.8,Good,Yes
PF000607,E00184,2024-04-10,E00044,59.3,55.6,89.0,71.6,Average,No
PF000608,E00184,2024-10-09,E00044,84.6,78.6,91.5,49.0,Good,No
PF000609,E00184,2025-04-09,E00044,84.0,70.9,82.5,53.8,Good,Yes
PF000610,E00185,2024-08-31,E00183,80.3,72.0,68.8,78.3,Good,Yes
PF000611,E00185,2025-03-01,E00183,95.8,77.3,91.5,83.3,Good,Yes
PF000612,E00186,2021-08-15,E00186,61.8,58.6,85.1,70.6,Average,No
PF000613,E00186,2022-02-13,E00186,54.0,82.4,72.4,56.9,Average,No
PF000614,E00186,2022-08-14,E00186,63.5,56.9,97.5,77.6,Good,No
PF000615,E00187,2022-11-09,E00049,80.5,59.2,90.5,70.7,Good,No
PF000616,E00187,2023-05-10,E00049,82.5,70.9,80.7,81.7,Good,Yes
PF000617,E00187,2023-11-08,E00049,68.5,94.6,69.2,84.9,Good,No
PF000618,E00187,2024-05-08,E00049,97.7,62.4,79.3,56.8,Good,No
PF000619,E00187,2024-11-06,E00049,59.8,92.9,63.6,87.2,Good,No
PF000620,E00187,2025-05-07,E00049,77.5,69.9,73.1,62.5,Good,No
PF000621,E00188,2024-08-26,E00101,81.3,49.2,73.8,82.3,Good,No
PF000622,E00188,2025-02-24,E00101,75.8,79.8,84.4,82.4,Good,No
PF000623,E00189,2023-08-14,E00060,75.5,81.1,70.8,69.6,Good,No
PF000624,E00189,2024-02-12,E00060,91.5,67.0,92.5,57.9,Good,No
PF000625,E00189,2024-08-12,E00060,75.0,68.4,84.8,60.8,Good,No
PF000626,E00189,2025-02-10,E00060,71.8,86.3,88.6,60.1,Good,No
PF000627,E00190,2023-11-03,E00172,63.2,64.2,96.1,80.6,Good,No
PF000628,E00190,2024-05-03,E00172,80.1,72.2,87.9,61.2,Good,Yes
PF000629,E00191,2023-08-18,E00087,80.6,90.0,99.5,89.7,Good,Yes
PF000630,E00191,2024-02-16,E00087,71.4,88.4,72.1,74.0,Good,No
PF000631,E00191,2024-08-16,E00087,72.1,89.9,67.7,68.5,Good,Yes
PF000632,E00191,2025-02-14,E00087,56.5,74.8,72.5,81.2,Good,No
PF000633,E00192,2021-10-30,E00183,59.4,78.4,76.7,77.1,Good,No
PF000634,E00192,2022-04-30,E00183,83.4,74.1,73.5,54.5,Good,Yes
PF000635,E00192,2022-10-29,E00183,70.7,70.2,62.2,67.6,Average,No
PF000636,E00193,2025-03-29,E00137,65.2,80.4,68.5,70.4,Good,No
PF000637,E00195,2023-10-01,E00026,79.5,95.6,100.0,88.3,Excellent,Yes
PF000638,E00195,2024-03-31,E00026,65.2,53.5,91.6,82.5,Good,Yes
PF000639,E00195,2024-09-29,E00026,90.4,78.0,80.9,79.2,Good,No
PF000640,E00195,2025-03-30,E00026,76.7,87.2,77.6,77.3,Good,No
PF000641,E00196,2023-12-15,E00196,64.9,75.7,98.8,58.2,Good,No
PF000642,E00196,2024-06-14,E00196,80.2,61.1,72.3,63.3,Average,No
PF000643,E00198,2023-10-29,E00174,82.1,77.4,83.6,72.9,Good,No
PF000644,E00198,2024-04-28,E00174,61.9,69.3,65.3,75.2,Average,No
PF000645,E00198,2024-10-27,E00174,71.2,89.1,78.4,59.6,Good,No
PF000646,E00198,2025-04-27,E00174,81.9,68.2,77.9,72.4,Good,Yes
PF000647,E00199,2023-07-08,E00199,60.9,57.2,84.3,82.4,Good,Yes
PF000648,E00199,2024-01-06,E00199,84.4,85.5,94.6,73.7,Good,No
PF000649,E00199,2024-07-06,E00199,83.3,91.9,81.2,81.4,Good,Yes
PF000650,E00199,2025-01-04,E00199,86.6,72.6,72.8,67.8,Good,No
PF000651,E00200,2025-02-10,E00200,83.1,97.1,80.7,66.5,Good,Yes
PF000652,E00202,2024-08-06,E00017,78.2,71.8,81.7,86.8,Good,No
PF000653,E00202,2025-02-04,E00017,69.1,76.7,100.0,81.4,Good,Yes
PF000654,E00203,2024-03-18,E00203,75.5,79.9,86.9,73.3,Good,No
PF000655,E00203,2024-09-16,E00203,76.1,72.7,89.5,77.1,Good,No
PF000656,E00203,2025-03-17,E00203,82.9,100.0,81.2,74.8,Good,No
PF000657,E00205,2024-09-24,E00194,82.7,38.9,64.7,100.0,Good,No
PF000658,E00205,2025-03-25,E00194,64.0,91.8,82.9,74.1,Good,No
PF000659,E00206,2023-02-26,E00045,92.2,75.0,77.8,77.4,Good,Yes
PF000660,E00206,2023-08-27,E00045,72.6,72.3,84.0,85.4,Good,No
PF000661,E00206,2024-02-25,E00045,46.5,72.5,87.8,94.7,Good,Yes
PF000662,E00206,2024-08-25,E00045,82.5,44.6,84.7,68.9,Good,No
PF000663,E00206,2025-02-23,E00045,70.7,82.1,74.7,62.9,Good,No
PF000664,E00207,2025-01-17,E00200,66.7,88.6,82.4,82.1,Good,No
PF000665,E00208,2021-09-28,E00186,89.8,77.7,86.7,79.6,Good,Yes
PF000666,E00208,2022-03-29,E00186,82.4,56.6,83.6,95.5,Good,Yes
PF000667,E00208,2022-09-27,E00186,87.9,82.1,80.8,75.1,Good,No
