Leave_ID,Employee_ID,Leave_Type,Start_Date,End_Date,Total_Days,Approval_Status
L000431,E00068,Paternity,2023-10-29,2023-11-12,15,Approved
L000432,E00068,Casual,2022-04-28,2022-04-30,3,Approved
L000433,E00068,Annual,2023-01-10,2023-01-15,6,Pending
L000434,E00068,Maternity,2022-04-29,2022-07-09,72,Pending
L000435,E00068,Casual,2021-08-22,2021-08-27,6,Pending
L000436,E00068,Annual,2022-12-28,2022-12-28,1,Rejected
L000437,E00068,Sick,2023-08-26,2023-08-26,1,Approved
L000438,E00068,Sick,2023-03-07,2023-03-08,2,Approved
L000439,E00068,Casual,2024-05-07,2024-05-11,5,Approved
L000440,E00068,Sick,2025-03-19,2025-03-25,7,Approved
L000441,E00068,Casual,2022-10-08,2022-10-11,4,Approved
L000442,E00068,Sick,2024-12-29,2024-12-31,3,Pending
L000443,E00069,Casual,2025-05-19,2025-05-21,3,Rejected
L000444,E00069,Sick,2025-06-16,2025-06-19,4,Approved
L000445,E00070,Sick,2025-02-24,2025-02-26,3,Pending
L000446,E00070,Unpaid,2025-02-03,2025-02-06,4,Approved
L000447,E00070,Annual,2024-03-13,2024-03-13,1,Pending
L000448,E00070,Annual,2023-05-31,2023-06-04,5,Pending
L000449,E00070,Annual,2022-03-13,2022-03-13,1,Approved
L000450,E00070,Unpaid,2021-05-26,2021-05-30,5,Approved
L000451,E00070,Sick,2024-02-28,2024-03-01,3,Approved
L000452,E00070,Annual,2022-01-07,2022-01-12,6,Pending
L000453,E00070,Sick,2023-05-06,2023-05-08,3,Approved
L000454,E00070,Annual,2025-04-17,2025-04-20,4,Approved
L000455,E00070,Casual,2024-10-28,2024-11-01,5,Pending
L000456,E00070,Casual,2023-02-06,2023-02-07,2,Approved
L000457,E00070,Sick,2024-02-24,2024-02-25,2,Approved
L000458,E00070,Maternity,2024-11-04,2025-01-26,84,Rejected
L000459,E00070,Casual,2022-06-16,2022-06-19,4,Approved
L000460,E00070,Sick,2023-09-17,2023-09-19,3,Approved
L000461,E00071,Annual,2024-07-06,2024-07-07,2,Approved
L000462,E00071,Unpaid,2022-10-24,2022-10-30,7,Approved
L000463,E00071,Unpaid,2023-02-11,2023-02-12,2,Approved
L000464,E00071,Casual,2025-04-18,2025-04-20,3,Pending
L000465,E00071,Annual,2024-05-25,2024-05-26,2,Approved
L000466,E00071,Annual,2024-05-14,2024-05-16,3,Pending
L000467,E00071,Casual,2024-08-17,2024-08-22,6,Approved
L000468,E00071,Annual,2023-09-18,2023-09-20,3,Pending
L000469,E00071,Annual,2023-06-20,2023-06-21,2,Approved
L000470,E00071,Maternity,2023-06-07,2023-08-13,68,Pending
L000471,E00071,Sick,2023-06-16,2023-06-21,6,Approved
L000472,E00071,Casual,2023-11-25,2023-11-26,2,Approved
L000473,E00071,Sick,2025-06-01,2025-06-04,4,Approved
L000474,E00072,Casual,2024-08-05,2024-08-06,2,Approved
L000475,E00072,Sick,2024-11-27,2024-12-03,7,Rejected
L000476,E00072,Casual,2023-09-02,2023-09-04,3,Approved
L000477,E00072,Sick,2024-06-22,2024-06-24,3,Approved
L000478,E00072,Annual,2024-01-26,2024-01-27,2,Approved
L000479,E00072,Casual,2023-03-18,2023-03-24,7,Approved
L000480,E00072,Casual,2024-07-28,2024-07-28,1,Approved
L000481,E00072,Sick,2025-02-14,2025-02-20,7,Approved
L000482,E00072,Sick,2023-09-11,2023-09-12,2,Approved
L000483,E00074,Annual,2023-01-26,2023-01-30,5,Approved
L000484,E00074,Sick,2024-01-12,2024-01-16,5,Approved
L000485,E00074,Casual,2024-05-19,2024-05-24,6,Approved
L000486,E00074,Casual,2023-06-29,2023-07-04,6,Approved
L000487,E00074,Casual,2023-01-18,2023-01-19,2,Approved
L000488,E00074,Sick,2024-07-28,2024-07-31,4,Rejected
L000489,E00074,Casual,2023-08-27,2023-09-02,7,Rejected
L000490,E00074,Sick,2024-11-30,2024-11-30,1,Approved
L000491,E00074,Annual,2024-08-16,2024-08-18,3,Approved
L000492,E00074,Maternity,2024-12-08,2025-02-05,60,Approved
L000493,E00074,Maternity,2023-05-07,2023-07-25,80,Rejected
L000494,E00074,Sick,2024-12-29,2025-01-04,7,Approved
L000495,E00074,Annual,2023-06-16,2023-06-19,4,Approved
L000496,E00075,Sick,2025-04-14,2025-04-16,3,Approved
L000497,E00075,Annual,2024-04-30,2024-05-05,6,Approved
L000498,E00075,Annual,2024-08-01,2024-08-04,4,Approved
L000499,E00075,Sick,2024-05-08,2024-05-11,4,Approved
L000500,E00075,Casual,2025-04-12,2025-04-18,7,Rejected
L000501,E00076,Paternity,2023-04-02,2023-04-13,12,Approved
L000502,E00076,Sick,2022-12-27,2022-12-28,2,Approved
L000503,E00076,Annual,2022-11-27,2022-12-02,6,Approved
L000504,E00076,Sick,2022-04-27,2022-05-03,7,Approved
L000505,E00076,Annual,2023-01-19,2023-01-25,7,Approved
L000506,E00076,Maternity,2022-05-28,2022-07-28,62,Approved
L000507,E00076,Annual,2022-09-24,2022-09-26,3,Approved
L000508,E00077,Casual,2021-04-25,2021-04-29,5,Approved
L000509,E00077,Sick,2020-08-20,2020-08-21,2,Pending
L000510,E00077,Paternity,2021-08-09,2021-08-20,12,Approved
L000511,E00077,Sick,2020-12-01,2020-12-02,2,Approved
L000512,E00078,Casual,2025-06-12,2025-06-14,3,Approved
L000513,E00079,Annual,2021-11-30,2021-12-04,5,Approved
L000514,E00079,Casual,2023-11-02,2023-11-05,4,Approved
L000515,E00079,Annual,2021-02-13,2021-02-13,1,Approved
L000516,E00079,Annual,2024-09-12,2024-09-15,4,Approved
L000517,E00079,Casual,2023-10-06,2023-10-10,5,Approved
L000518,E00079,Sick,2020-08-05,2020-08-11,7,Rejected
L000519,E00079,Sick,2021-07-03,2021-07-08,6,Approved
L000520,E00079,Maternity,2023-07-05,2023-09-25,83,Approved
L000521,E00079,Casual,2020-11-28,2020-12-02,5,Approved
L000522,E00080,Maternity,2024-12-06,2025-02-10,67,Approved
L000523,E00080,Sick,2024-09-27,2024-10-03,7,Approved
L000524,E00081,Sick,2021-04-11,2021-04-17,7,Approved
L000525,E00081,Sick,2021-07-13,2021-07-16,4,Approved
L000526,E00082,Paternity,2024-05-18,2024-05-30,13,Approved
L000527,E00082,Annual,2024-06-09,2024-06-11,3,Approved
L000528,E00083,Sick,2023-03-05,2023-03-06,2,Approved
L000529,E00083,Annual,2024-12-30,2025-01-04,6,Approved
L000530,E00083,Sick,2023-08-26,2023-08-26,1,Approved
L000531,E00083,Casual,2023-05-06,2023-05-06,1,Approved
L000532,E00083,Casual,2023-06-08,2023-06-12,5,Pending
L000533,E00083,Annual,2025-04-12,2025-04-17,6,Approved
L000534,E00083,Casual,2023-07-30,2023-08-01,3,Approved
L000535,E00083,Sick,2022-12-31,2023-01-05,6,Approved
L000536,E00083,Annual,2025-06-23,2025-06-25,3,Approved
L000537,E00083,Sick,2024-05-08,2024-05-08,1,Approved
L000538,E00083,Sick,2023-07-22,2023-07-23,2,Rejected
L000539,E00084,Annual,2021-03-29,2021-04-03,6,Approved
L000540,E00084,Sick,2021-05-29,2021-05-29,1,Approved
L000541,E00084,Sick,2021-05-21,2021-05-24,4,Pending
L000542,E00084,Sick,2021-05-25,2021-05-27,3,Approved
L000543,E00085,Annual,2022-01-02,2022-01-03,2,Approved
L000544,E00085,Casual,2021-10-08,2021-10-13,6,Approved
L000545,E00085,Maternity,2024-05-03,2024-07-06,65,Approved
L000546,E00085,Annual,2023-12-09,2023-12-13,5,Rejected
L000547,E00085,Casual,2022-08-15,2022-08-19,5,Approved
L000548,E00085,Annual,2025-02-07,2025-02-07,1,Approved
L000549,E00085,Sick,2021-04-28,2021-05-03,6,Rejected
L000550,E00085,Sick,2022-04-17,2022-04-21,5,Pending
L000551,E00085,Casual,2022-10-17,2022-10-21,5,Approved
L000552,E00085,Casual,2022-08-22,2022-08-28,7,Approved
L000553,E00085,Casual,2025-01-23,2025-01-25,3,Approved
L000554,E00085,Sick,2025-02-04,2025-02-07,4,Approved
L000555,E00085,Casual,2023-05-09,2023-05-13,5,Approved
L000556,E00086,Annual,2025-05-17,2025-05-18,2,Approved
L000557,E00086,Sick,2023-11-27,2023-11-28,2,Approved
L000558,E00086,Casual,2023-10-18,2023-10-19,2,Approved
L000559,E00086,Casual,2024-09-04,2024-09-05,2,Approved
L000560,E00086,Casual,2025-03-18,2025-03-19,2,Approved
L000561,E00086,Sick,2023-12-29,2023-12-29,1,Approved
L000562,E00086,Maternity,2025-04-14,2025-07-06,84,Approved
L000563,E00087,Casual,2025-04-21,2025-04-24,4,Rejected
L000564,E00087,Casual,2025-06-03,2025-06-09,7,Approved
L000565,E00087,Annual,2024-06-17,2024-06-22,6,Approved
L000566,E00087,Casual,2024-02-18,2024-02-24,7,Approved
L000567,E00087,Annual,2025-03-02,2025-03-08,7,Approved
L000568,E00087,Maternity,2024-08-09,2024-10-15,68,Approved
L000569,E00088,Sick,2024-03-13,2024-03-17,5,Approved
L000570,E00088,Paternity,2023-07-24,2023-08-07,15,Approved
L000571,E00088,Casual,2025-01-05,2025-01-06,2,Approved
L000572,E00088,Casual,2023-07-11,2023-07-15,5,Rejected
L000573,E00088,Casual,2023-11-16,2023-11-18,3,Approved
L000574,E00088,Unpaid,2024-04-15,2024-04-15,1,Approved
L000575,E00088,Casual,2022-09-28,2022-09-30,3,Rejected
L000576,E00088,Casual,2023-02-03,2023-02-06,4,Approved
L000577,E00088,Casual,2025-04-11,2025-04-16,6,Approved
L000578,E00088,Sick,2022-07-04,2022-07-07,4,Approved
L000579,E00088,Casual,2025-05-23,2025-05-29,7,Rejected
L000580,E00088,Casual,2024-08-18,2024-08-18,1,Approved
L000581,E00088,Sick,2024-02-16,2024-02-19,4,Pending
L000582,E00088,Sick,2022-04-19,2022-04-19,1,Approved
L000583,E00088,Casual,2024-05-06,2024-05-07,2,Approved
L000584,E00088,Paternity,2025-01-19,2025-02-01,14,Approved
L000585,E00088,Maternity,2023-10-24,2024-01-06,75,Approved
L000586,E00088,Annual,2023-02-06,2023-02-12,7,Rejected
L000587,E00088,Sick,2024-11-11,2024-11-12,2,Rejected
L000588,E00089,Annual,2021-02-19,2021-02-25,7,Approved
L000589,E00089,Casual,2024-10-26,2024-10-31,6,Approved
L000590,E00089,Casual,2020-08-08,2020-08-08,1,Approved
L000591,E00089,Annual,2020-10-13,2020-10-15,3,Approved
L000592,E00089,Unpaid,2022-07-07,2022-07-08,2,Rejected
L000593,E00089,Maternity,2022-12-22,2023-02-24,65,Rejected
L000594,E00089,Annual,2022-03-22,2022-03-22,1,Approved
L000595,E00089,Maternity,2022-08-16,2022-11-01,78,Approved
L000596,E00089,Casual,2024-07-31,2024-07-31,1,Approved
L000597,E00089,Casual,2024-03-25,2024-03-31,7,Approved
L000598,E00089,Sick,2020-03-28,2020-03-29,2,Approved
L000599,E00089,Sick,2025-03-24,2025-03-27,4,Approved
L000600,E00089,Casual,2021-04-30,2021-05-03,4,Rejected
L000601,E00089,Casual,2023-06-24,2023-06-25,2,Pending
L000602,E00089,Annual,2021-09-18,2021-09-21,4,Approved
L000603,E00090,Annual,2025-06-17,2025-06-20,4,Approved
L000604,E00091,Annual,2024-08-11,2024-08-15,5,Approved
L000605,E00092,Casual,2025-05-18,2025-05-21,4,Approved
L000606,E00092,Casual,2024-12-29,2024-12-30,2,Approved
L000607,E00092,Casual,2024-07-13,2024-07-18,6,Approved
L000608,E00092,Sick,2023-09-24,2023-09-29,6,Approved
L000609,E00092,Maternity,2023-07-31,2023-10-19,81,Approved
L000610,E00092,Sick,2023-08-24,2023-08-30,7,Approved
L000611,E00092,Annual,2023-09-08,2023-09-10,3,Approved
L000612,E00092,Casual,2024-07-13,2024-07-15,3,Approved
L000613,E00092,Paternity,2024-09-06,2024-09-14,9,Approved
L000614,E00093,Sick,2023-11-01,2023-11-07,7,Approved
L000615,E00093,Casual,2024-05-15,2024-05-18,4,Approved
L000616,E00093,Sick,2024-09-15,2024-09-20,6,Approved
L000617,E00093,Annual,2024-07-29,2024-08-01,4,Approved
L000618,E00093,Casual,2025-06-02,2025-06-02,1,Approved
L000619,E00093,Annual,2024-04-21,2024-04-23,3,Approved
L000620,E00094,Sick,2020-09-28,2020-09-29,2,Approved
L000621,E00094,Annual,2022-01-02,2022-01-08,7,Approved
L000622,E00094,Casual,2023-04-01,2023-04-03,3,Approved
L000623,E00094,Sick,2023-12-29,2024-01-03,6,Approved
L000624,E00094,Annual,2022-01-18,2022-01-21,4,Approved
L000625,E00094,Casual,2020-10-03,2020-10-09,7,Approved
L000626,E00094,Casual,2022-07-06,2022-07-07,2,Rejected
L000627,E00094,Sick,2024-01-09,2024-01-12,4,Rejected
L000628,E00094,Annual,2020-09-23,2020-09-28,6,Approved
L000629,E00094,Sick,2021-05-24,2021-05-30,7,Rejected
L000630,E00094,Annual,2020-05-25,2020-05-27,3,Approved
L000631,E00094,Annual,2020-10-23,2020-10-24,2,Pending
L000632,E00094,Annual,2023-12-09,2023-12-09,1,Approved
L000633,E00094,Sick,2023-09-09,2023-09-14,6,Approved
L000634,E00094,Unpaid,2023-06-07,2023-06-12,6,Approved
L000635,E00095,Annual,2025-05-30,2025-06-02,4,Approved
L000636,E00095,Sick,2024-10-02,2024-10-08,7,Pending
L000637,E00096,Sick,2024-12-31,2025-01-06,7,Approved
L000638,E00096,Annual,2025-06-02,2025-06-06,5,Approved
L000639,E00097,Sick,2025-04-03,2025-04-06,4,Approved
L000640,E00097,Sick,2023-10-10,2023-10-12,3,Approved
L000641,E00097,Sick,2025-05-10,2025-05-15,6,Approved
L000642,E00097,Sick,2023-11-21,2023-11-24,4,Pending
L000643,E00097,Annual,2025-03-08,2025-03-08,1,Rejected
L000644,E00097,Sick,2023-10-14,2023-10-20,7,Approved
L000645,E00098,Casual,2024-11-16,2024-11-22,7,Pending
L000646,E00098,Unpaid,2024-08-21,2024-08-22,2,Approved
L000647,E00098,Unpaid,2023-11-21,2023-11-21,1,Approved
L000648,E00098,Sick,2024-03-16,2024-03-21,6,Approved
L000649,E00098,Casual,2024-10-03,2024-10-05,3,Approved
L000650,E00098,Sick,2024-12-12,2024-12-17,6,Approved
L000651,E00098,Annual,2024-12-01,2024-12-05,5,Rejected
L000652,E00098,Casual,2023-06-26,2023-06-26,1,Approved
L000653,E00098,Maternity,2024-06-02,2024-08-19,79,Approved
L000654,E00098,Sick,2025-03-15,2025-03-18,4,Approved
L000655,E00099,Annual,2022-08-17,2022-08-23,7,Approved
L000656,E00099,Sick,2023-01-22,2023-01-28,7,Approved
L000657,E00099,Casual,2022-08-16,2022-08-21,6,Pending
L000658,E00099,Annual,2023-06-28,2023-06-30,3,Approved
L000659,E00099,Sick,2024-02-27,2024-03-03,6,Approved
L000660,E00099,Maternity,2025-01-21,2025-04-08,78,Approved
L000661,E00099,Casual,2022-10-25,2022-10-30,6,Approved
L000662,E00099,Annual,2022-04-04,2022-04-07,4,Approved
L000663,E00099,Sick,2023-11-02,2023-11-05,4,Approved
L000664,E00100,Annual,2025-03-11,2025-03-12,2,Approved
L000665,E00101,Casual,2025-02-03,2025-02-04,2,Approved
L000666,E00101,Casual,2025-05-21,2025-05-21,1,Approved
L000667,E00101,Sick,2024-02-08,2024-02-14,7,Rejected
L000668,E00101,Sick,2023-12-31,2024-01-04,5,Approved
L000669,E00101,Annual,2025-06-28,2025-06-29,2,Pending
L000670,E00102,Sick,2025-05-03,2025-05-05,3,Approved
L000671,E00102,Casual,2025-04-09,2025-04-15,7,Approved
L000672,E00102,Maternity,2025-03-31,2025-06-11,73,Pending
L000673,E00103,Casual,2023-12-23,2023-12-27,5,Approved
L000674,E00103,Unpaid,2023-06-08,2023-06-10,3,Approved
L000675,E00103,Paternity,2023-12-25,2024-01-02,9,Approved
L000676,E00104,Sick,2021-05-26,2021-05-27,2,Approved
L000677,E00104,Annual,2020-10-13,2020-10-16,4,Approved
L000678,E00104,Sick,2020-07-08,2020-07-08,1,Rejected
L000679,E00105,Paternity,2024-09-02,2024-09-12,11,Approved
L000680,E00105,Annual,2022-09-30,2022-10-05,6,Approved
L000681,E00105,Sick,2024-01-23,2024-01-24,2,Approved
L000682,E00105,Annual,2023-08-18,2023-08-23,6,Approved
L000683,E00105,Annual,2025-04-27,2025-04-27,1,Rejected
L000684,E00105,Annual,2022-12-17,2022-12-22,6,Approved
L000685,E00105,Unpaid,2024-07-13,2024-07-15,3,Pending
L000686,E00106,Casual,2024-04-07,2024-04-13,7,Approved
L000687,E00106,Sick,2024-08-03,2024-08-07,5,Approved
L000688,E00106,Sick,2024-11-13,2024-11-18,6,Approved
L000689,E00106,Annual,2024-04-05,2024-04-07,3,Approved
L000690,E00106,Sick,2024-09-12,2024-09-16,5,Approved
L000691,E00106,Sick,2025-02-24,2025-02-26,3,Approved
L000692,E00107,Sick,2024-09-14,2024-09-18,5,Approved
L000693,E00107,Annual,2023-01-26,2023-01-27,2,Approved
L000694,E00107,Annual,2024-11-17,2024-11-19,3,Pending
L000695,E00107,Annual,2024-04-02,2024-04-05,4,Approved
L000696,E00107,Annual,2023-01-23,2023-01-26,4,Approved
L000697,E00107,Sick,2023-02-24,2023-02-28,5,Approved
L000698,E00108,Casual,2024-07-03,2024-07-05,3,Approved
L000699,E00108,Sick,2025-06-09,2025-06-09,1,Approved
L000700,E00109,Annual,2022-01-02,2022-01-06,5,Approved
L000701,E00109,Paternity,2022-09-25,2022-10-02,8,Approved
L000702,E00109,Sick,2023-05-26,2023-05-27,2,Approved
L000703,E00109,Annual,2025-04-05,2025-04-05,1,Approved
L000704,E00109,Annual,2025-04-06,2025-04-10,5,Approved
L000705,E00109,Paternity,2023-11-23,2023-12-03,11,Approved
L000706,E00109,Sick,2025-02-19,2025-02-23,5,Approved
L000707,E00109,Sick,2024-01-20,2024-01-20,1,Approved
L000708,E00109,Casual,2024-03-27,2024-03-31,5,Approved
L000709,E00110,Annual,2024-08-30,2024-09-03,5,Approved
L000710,E00110,Annual,2025-05-23,2025-05-27,5,Approved
L000711,E00110,Casual,2025-03-19,2025-03-21,3,Approved
L000712,E00110,Sick,2024-10-14,2024-10-19,6,Approved
L000713,E00111,Sick,2025-04-16,2025-04-17,2,Approved
L000714,E00113,Sick,2024-11-13,2024-11-19,7,Approved
L000715,E00113,Sick,2025-04-24,2025-04-27,4,Approved
L000716,E00114,Sick,2023-07-01,2023-07-03,3,Approved
L000717,E00115,Annual,2020-06-14,2020-06-17,4,Approved
L000718,E00115,Casual,2022-12-29,2023-01-02,5,Approved
L000719,E00115,Maternity,2024-08-26,2024-11-01,68,Approved
L000720,E00115,Unpaid,2024-12-27,2025-01-01,6,Approved
L000721,E00115,Sick,2020-11-22,2020-11-28,7,Approved
L000722,E00115,Annual,2020-10-20,2020-10-21,2,Approved
L000723,E00115,Casual,2021-02-23,2021-02-28,6,Rejected
L000724,E00115,Annual,2024-07-26,2024-07-28,3,Approved
L000725,E00115,Sick,2021-02-09,2021-02-09,1,Approved
L000726,E00115,Sick,2021-04-17,2021-04-21,5,Approved
L000727,E00115,Annual,2021-11-11,2021-11-13,3,Approved
L000728,E00115,Annual,2022-08-17,2022-08-22,6,Approved
L000729,E00115,Casual,2022-08-02,2022-08-03,2,Approved
L000730,E00115,Sick,2020-07-17,2020-07-20,4,Approved
L000731,E00115,Sick,2020-09-12,2020-09-12,1,Approved
L000732,E00115,Sick,2022-04-29,2022-05-02,4,Approved
L000733,E00115,Sick,2021-11-28,2021-12-01,4,Approved
L000734,E00115,Sick,2021-08-09,2021-08-09,1,Approved
L000735,E00115,Annual,2021-02-28,2021-03-04,5,Approved
L000736,E00115,Annual,2020-05-26,2020-05-28,3,Approved
L000737,E00115,Casual,2023-06-24,2023-06-29,6,Approved
L000738,E00115,Sick,2022-12-02,2022-12-02,1,Approved
L000739,E00115,Annual,2023-02-02,2023-02-07,6,Rejected
L000740,E00115,Annual,2024-06-03,2024-06-07,5,Pending
L000741,E00116,Annual,2021-06-02,2021-06-02,1,Approved
L000742,E00116,Sick,2022-03-06,2022-03-06,1,Approved
L000743,E00116,Annual,2022-04-24,2022-04-27,4,Approved
L000744,E00116,Annual,2021-09-07,2021-09-08,2,Approved
L000745,E00116,Casual,2022-05-19,2022-05-24,6,Approved
L000746,E00117,Annual,2023-10-29,2023-11-01,4,Approved
L000747,E00118,Annual,2020-09-02,2020-09-07,6,Approved
L000748,E00118,Sick,2020-05-12,2020-05-16,5,Approved
L000749,E00118,Casual,2020-01-23,2020-01-25,3,Approved
L000750,E00119,Casual,2021-06-18,2021-06-23,6,Approved
L000751,E00119,Sick,2021-09-13,2021-09-18,6,Approved
L000752,E00119,Sick,2024-12-25,2024-12-26,2,Approved
L000753,E00119,Maternity,2022-06-11,2022-08-10,61,Rejected
L000754,E00119,Casual,2021-10-21,2021-10-22,2,Approved
L000755,E00119,Annual,2021-08-05,2021-08-05,1,Approved
L000756,E00119,Sick,2023-04-05,2023-04-06,2,Approved
L000757,E00119,Casual,2024-11-28,2024-12-03,6,Approved
L000758,E00119,Casual,2025-06-11,2025-06-13,3,Approved
L000759,E00119,Sick,2024-02-12,2024-02-14,3,Approved
L000760,E00119,Sick,2022-05-30,2022-06-04,6,Approved
L000761,E00119,Sick,2024-11-24,2024-11-28,5,Approved
L000762,E00120,Annual,2022-08-18,2022-08-20,3,Approved
L000763,E00120,Annual,2024-08-24,2024-08-29,6,Approved
L000764,E00120,Unpaid,2025-01-25,2025-01-28,4,Approved
L000765,E00120,Casual,2022-06-16,2022-06-19,4,Approved
L000766,E00120,Annual,2024-06-04,2024-06-08,5,Approved
L000767,E00120,Sick,2023-07-28,2023-07-29,2,Approved
L000768,E00120,Casual,2023-01-02,2023-01-03,2,Approved
L000769,E00120,Casual,2022-09-28,2022-09-29,2,Approved
L000770,E00120,Sick,2022-08-27,2022-09-02,7,Approved
L000771,E00120,Annual,2022-07-17,2022-07-23,7,Approved
L000772,E00121,Sick,2024-02-17,2024-02-21,5,Rejected
L000773,E00121,Casual,2024-11-27,2024-11-28,2,Approved
L000774,E00121,Annual,2022-12-10,2022-12-10,1,Approved
L000775,E00121,Casual,2023-12-09,2023-12-11,3,Approved
L000776,E00121,Maternity,2022-10-13,2023-01-01,81,Approved
L000777,E00121,Unpaid,2023-09-27,2023-09-30,4,Approved
L000778,E00121,Casual,2022-10-18,2022-10-23,6,Approved
L000779,E00121,Maternity,2023-07-05,2023-09-23,81,Approved
L000780,E00121,Sick,2024-04-26,2024-04-28,3,Approved
L000781,E00122,Sick,2023-09-19,2023-09-20,2,Approved
L000782,E00122,Casual,2024-01-30,2024-01-30,1,Approved
L000783,E00122,Sick,2023-11-29,2023-12-05,7,Approved
L000784,E00122,Sick,2023-06-01,2023-06-06,6,Approved
L000785,E00122,Annual,2024-06-05,2024-06-09,5,Approved
L000786,E00122,Annual,2023-04-17,2023-04-19,3,Approved
L000787,E00122,Annual,2023-06-12,2023-06-14,3,Pending
L000788,E00122,Annual,2025-03-08,2025-03-13,6,Approved
L000789,E00122,Annual,2025-04-04,2025-04-05,2,Approved
L000790,E00122,Casual,2023-09-16,2023-09-21,6,Approved
L000791,E00122,Unpaid,2023-12-07,2023-12-11,5,Approved
L000792,E00122,Maternity,2023-04-04,2023-06-17,75,Approved
L000793,E00122,Unpaid,2023-08-04,2023-08-06,3,Pending
L000794,E00122,Annual,2023-10-04,2023-10-06,3,Approved
L000795,E00123,Sick,2025-03-23,2025-03-24,2,Approved
L000796,E00124,Casual,2022-06-09,2022-06-13,5,Approved
L000797,E00124,Casual,2025-04-14,2025-04-18,5,Rejected
L000798,E00124,Casual,2024-07-22,2024-07-25,4,Rejected
L000799,E00124,Annual,2021-07-28,2021-07-28,1,Approved
L000800,E00124,Paternity,2023-09-04,2023-09-08,5,Approved
L000801,E00124,Annual,2025-01-10,2025-01-11,2,Approved
L000802,E00124,Casual,2023-09-26,2023-10-02,7,Approved
L000803,E00124,Paternity,2021-12-13,2021-12-18,6,Rejected
L000804,E00124,Annual,2022-02-05,2022-02-10,6,Approved
L000805,E00124,Maternity,2021-11-09,2022-01-31,84,Approved
L000806,E00124,Casual,2022-10-27,2022-10-30,4,Approved
L000807,E00124,Annual,2024-05-15,2024-05-21,7,Approved
L000808,E00124,Annual,2023-07-28,2023-08-01,5,Approved
L000809,E00124,Annual,2024-11-14,2024-11-17,4,Approved
L000810,E00125,Sick,2024-06-12,2024-06-14,3,Approved
L000811,E00125,Sick,2024-05-25,2024-05-29,5,Approved
L000812,E00125,Annual,2024-08-25,2024-08-26,2,Approved
L000813,E00125,Annual,2023-05-11,2023-05-11,1,Approved
L000814,E00125,Casual,2023-03-19,2023-03-21,3,Approved
L000815,E00125,Casual,2023-02-05,2023-02-08,4,Approved
L000816,E00125,Casual,2023-09-12,2023-09-16,5,Rejected
L000817,E00126,Annual,2025-03-27,2025-03-31,5,Approved
L000818,E00126,Sick,2024-10-09,2024-10-13,5,Approved
L000819,E00126,Casual,2024-02-11,2024-02-12,2,Approved
L000820,E00126,Casual,2025-02-11,2025-02-14,4,Approved
L000821,E00126,Casual,2025-05-17,2025-05-22,6,Approved
L000822,E00126,Sick,2025-02-11,2025-02-17,7,Approved
